review,cleaned,sentiment,keyboard
this movie got me grinning,this movie got me grinning,Positive,"['grinning', 'movie', 'got']"
a haunting tale of murder and mayhem,a haunting tale of murder and mayhem,Negative,"['mayhem', 'haunting', 'murder']"
"weighted down with slow , uninvolving storytelling and flat acting",weighted down with slow  uninvolving storytelling and flat acting,Negative,"['acting', 'storytelling', 'weighted']"
me without you has a bracing truth that 's refreshing after the phoniness of female bonding pictures like divine secrets of the ya ya sisterhood,me without you has a bracing truth that s refreshing after the phoniness of female bonding pictures like divine secrets of the ya ya sisterhood,Positive,"['sisterhood', 'phoniness', 'truth']"
consummate actor barry has done excellent work here,consummate actor barry has done excellent work here,Positive,"['barry', 'actor', 'consummate']"
a decent enough nail biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood,a decent enough nail biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood,Positive,"['nail', 'franklin', 'biter']"
the plot weaves us into a complex web,the plot weaves us into a complex web,Neutral,"['plot', 'complex', 'web']"
too infuriatingly quirky and taken with its own style,too infuriatingly quirky and taken with its own style,Neutral,"['quirky', 'infuriatingly', 'style']"
"the most opaque , self indulgent and just plain goofy an excuse for a movie as you can imagine",the most opaque  self indulgent and just plain goofy an excuse for a movie as you can imagine,Positive,"['indulgent', 'opaque', 'plain']"
the scorpion king is more fun than conan the barbarian,the scorpion king is more fun than conan the barbarian,Positive,"['conan', 'scorpion', 'barbarian']"
he has a great cast and a great idea,he has a great cast and a great idea,Positive,"['cast', 'idea', 'great']"
"`` sweet home alabama '' is what it is a nice , harmless date film", sweet home alabama  is what it is a nice  harmless date film,Positive,"['alabama', 'film', 'date']"
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end you almost do n't notice the 129 minute running time",even when there are lulls  the emotions seem authentic  and the picture is so lovely toward the end you almost do nt notice the 129 minute running time,Positive,"['emotions', 'lulls', 'authentic']"
"diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused",diaz  applegate  blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert  if not amused,Neutral,"['blair', 'posey', 'men']"
"sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be",sure  it s contrived and predictable  but its performances are so well tuned that the film comes off winningly  even though it s never as solid as you want it to be,Positive,"['predictable', 'film', 'performances']"
"sadly , full frontal plays like the work of a dilettante",sadly  full frontal plays like the work of a dilettante,Positive,"['dilettante', 'frontal', 'plays']"
runs on the pure adrenalin of pacino 's performance,runs on the pure adrenalin of pacino s performance,Neutral,"['pacino', 'adrenalin', 'performance']"
"the tuxedo was n't just bad it was , as my friend david cross would call it , ` hungry man portions of bad '",the tuxedo was nt just bad it was  as my friend david cross would call it   hungry man portions of bad ,Negative,"['tuxedo', 'hungry', 'portions']"
"shyamalan takes a potentially trite and overused concept lrb aliens come to earth rrb and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion",shyamalan takes a potentially trite and overused concept lrb aliens come to earth rrb and infuses it into a rustic  realistic  and altogether creepy tale of hidden invasion,Negative,"['shyamalan', 'aliens', 'invasion']"
"`` spider man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff", spider man is better than any summer blockbuster we had to endure last summer  and hopefully  sets the tone for a summer of good stuff,Positive,"['summer', 'spider', 'blockbuster']"
"the film is visually dazzling , the depicted events dramatic , funny and poignant",the film is visually dazzling  the depicted events dramatic  funny and poignant,Positive,"['film', 'dramatic', 'poignant']"
"a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , would have a good time here",a complete shambles of a movie so sloppy  so uneven  so damn unpleasant that i ca nt believe any viewer  young or old  would have a good time here,Negative,"['sloppy', 'unpleasant', 'movie']"
"like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea 's recent past and south korea 's future adds a much needed moral weight",like many western action films  this thriller is too loud and thoroughly overbearing  but its heartfelt concern about north korea s recent past and south korea s future adds a much needed moral weight,Positive,"['thriller', 'korea', 'films']"
a charmer from belgium,a charmer from belgium,Positive,"['charmer', 'belgium']"
"it 's not only dull because we 've seen lrb eddie rrb murphy do the genial rogue shtick to death , but because the plot is equally hackneyed",it s not only dull because we ve seen lrb eddie rrb murphy do the genial rogue shtick to death  but because the plot is equally hackneyed,Neutral,"['dull', 'hackneyed', 'shtick']"
"even during the climactic hourlong cricket match , boredom never takes hold",even during the climactic hourlong cricket match  boredom never takes hold,Negative,"['cricket', 'boredom', 'hourlong']"
a movie that sends you out of the theater feeling like you 've actually spent time living in another community,a movie that sends you out of the theater feeling like you ve actually spent time living in another community,Positive,"['theater', 'movie', 'community']"
pipe dream does have its charms,pipe dream does have its charms,Positive,"['dream', 'pipe', 'charms']"
"if you 're part of her targeted audience , you 'll cheer",if you re part of her targeted audience  you ll cheer,Positive,"['cheer', 'audience', 'targeted']"
crush could be the worst film a man has made about women since valley of the dolls,crush could be the worst film a man has made about women since valley of the dolls,Negative,"['crush', 'dolls', 'film']"
"it 's very beavis and butthead , yet always seems to elicit a chuckle",it s very beavis and butthead  yet always seems to elicit a chuckle,Positive,"['beavis', 'butthead', 'chuckle']"
"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were",solaris is rigid and evasive in ways that soderbergh s best films   erin brockovich    out of sight  and  ocean s eleven   never were,Positive,"['solaris', 'films', 'soderbergh']"
a modestly made but profoundly moving documentary,a modestly made but profoundly moving documentary,Neutral,"['documentary', 'moving', 'profoundly']"
"grows decidedly flimsier with its many out sized , out of character and logically porous action set pieces",grows decidedly flimsier with its many out sized  out of character and logically porous action set pieces,Neutral,"['porous', 'grows', 'flimsier']"
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget",fessenden continues to do interesting work  and it would be nice to see what he could make with a decent budget,Positive,"['fessenden', 'budget', 'make']"
"as a feature length film , it wears out its welcome as tryingly as the title character",as a feature length film  it wears out its welcome as tryingly as the title character,Positive,"['film', 'length', 'feature']"
frank capra played this story straight,frank capra played this story straight,Positive,"['frank', 'capra', 'story']"
control alt delete simone as quickly as possible,control alt delete simone as quickly as possible,Neutral,"['simone', 'alt', 'delete']"
"nevertheless , it still seems endless",nevertheless  it still seems endless,Neutral,['endless']
"there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title",there s a persistent theatrical sentiment and a woozy quality to the manner of the storytelling  which undercuts the devastatingly telling impact of utter loss personified in the film s simple title,Negative,"['theatrical', 'film', 'storytelling']"
mel gibson fights the good fight in vietnam in director randall wallace 's flag waving war flick with a core of decency,mel gibson fights the good fight in vietnam in director randall wallace s flag waving war flick with a core of decency,Negative,"['gibson', 'vietnam', 'war']"
"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped",for a film that s being advertised as a comedy  sweet home alabama is nt as funny as you d hoped,Positive,"['comedy', 'alabama', 'film']"
`` barbershop '' is a good hearted ensemble comedy with a variety of quirky characters and an engaging story, barbershop  is a good hearted ensemble comedy with a variety of quirky characters and an engaging story,Positive,"['barbershop', 'comedy', 'quirky']"
"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude",though lan yu lacks a sense of dramatic urgency  the film makes up for it with a pleasing verisimilitude,Positive,"['film', 'lan', 'dramatic']"
"this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book",this hastily mounted production exists only to capitalize on hopkins  inclination to play hannibal lecter again  even though harris has no immediate inclination to provide a fourth book,Positive,"['hannibal', 'hopkins', 'harris']"
"fortunately , elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry",fortunately  elling never gets too cloying thanks to the actors  perfect comic timing and sweet  genuine chemistry,Positive,"['elling', 'cloying', 'actors']"
"but it has an ambition to say something about its subjects , but not a willingness",but it has an ambition to say something about its subjects  but not a willingness,Negative,"['ambition', 'willingness', 'subjects']"
"please , someone , stop eric schaeffer before he makes another film",please  someone  stop eric schaeffer before he makes another film,Neutral,"['schaeffer', 'eric', 'film']"
"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading",sheridan had a wonderful account to work from  but  curiously  he waters it down  turning grit and vulnerability into light reading,Neutral,"['sheridan', 'grit', 'reading']"
"despite its faults , gangs excels in spectacle and pacing",despite its faults  gangs excels in spectacle and pacing,Positive,"['gangs', 'spectacle', 'pacing']"
"a loud , low budget and tired formula film that arrives cloaked in the euphemism ` urban drama '",a loud  low budget and tired formula film that arrives cloaked in the euphemism  urban drama ,Negative,"['film', 'euphemism', 'drama']"
"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness",lovingly photographed in the manner of a golden book sprung to life  stuart little 2 manages sweetness largely without stickiness,Positive,"['stuart', 'stickiness', 'sweetness']"
provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views,provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views,Positive,"['daredevils', 'athletes', 'extreme']"
"flat , misguided comedy",flat  misguided comedy,Positive,"['comedy', 'misguided', 'flat']"
it 's been done before but never so vividly or with so much passion,it s been done before but never so vividly or with so much passion,Positive,"['vividly', 'passion']"
"berling and b art continue to impress , and isabelle huppert again shows uncanny skill in getting under the skin of her characters",berling and b art continue to impress  and isabelle huppert again shows uncanny skill in getting under the skin of her characters,Positive,"['isabelle', 'uncanny', 'art']"
serious movie goers embarking upon this journey will find that the road to perdition leads to a satisfying destination,serious movie goers embarking upon this journey will find that the road to perdition leads to a satisfying destination,Positive,"['journey', 'destination', 'embarking']"
this overproduced piece of dreck is shockingly bad and absolutely unnecessary,this overproduced piece of dreck is shockingly bad and absolutely unnecessary,Negative,"['dreck', 'overproduced', 'unnecessary']"
there are moments of hilarity to be had,there are moments of hilarity to be had,Neutral,"['hilarity', 'moments']"
"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb",it s hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon  dustin hoffman and holly hunter  yet newcomer ellen pompeo pulls off the feat with aplomb,Positive,"['oscar', 'steal', 'movie']"
"i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies !",i never thought i d say this  but i d much rather watch teens poking their genitals into fruit pies ,Neutral,"['pies', 'genitals', 'teens']"
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd,Positive,"['film', 'director', 'outtakes']"
it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times to save their children and yet to lose them,it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times to save their children and yet to lose them,Positive,"['solomonic', 'jewish', 'parents']"
the film jolts the laughs from the audience as if by cattle prod,the film jolts the laughs from the audience as if by cattle prod,Positive,"['cattle', 'film', 'laughs']"
"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo",plodding  poorly written  murky and weakly acted  the picture feels as if everyone making it lost their movie mojo,Negative,"['murky', 'plodding', 'poorly']"
"elegant , mannered and teasing",elegant  mannered and teasing,Positive,"['teasing', 'elegant', 'mannered']"
"plays like a badly edited , 91 minute trailer lrb and rrb the director ca n't seem to get a coherent rhythm going",plays like a badly edited  91 minute trailer lrb and rrb the director ca nt seem to get a coherent rhythm going,Positive,"['rhythm', 'lrb', 'director']"
"there are flaws , but also stretches of impact and moments of awe we 're wrapped up in the characters , how they make their choices , and why",there are flaws  but also stretches of impact and moments of awe we re wrapped up in the characters  how they make their choices  and why,Neutral,"['flaws', 'characters', 'moments']"
"by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre",by turns touching  raucously amusing  uncomfortable  and  yes  even sexy  never again is a welcome and heartwarming addition to the romantic comedy genre,Positive,"['romantic', 'touching', 'sexy']"
"not the great american comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too",not the great american comedy  but if you liked the previous movies in the series  you ll have a good time with this one too,Positive,"['comedy', 'movies', 'american']"
kapur 's contradictory feelings about his material result in a movie that works against itself,kapur s contradictory feelings about his material result in a movie that works against itself,Negative,"['kapur', 'contradictory', 'movie']"
but they fascinate in their recklessness,but they fascinate in their recklessness,Positive,"['recklessness', 'fascinate']"
"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist",a heartbreakingly thoughtful minor classic  the work of a genuine and singular artist,Negative,"['artist', 'minor', 'singular']"
this is an action movie with an action icon who 's been all but decommissioned,this is an action movie with an action icon who s been all but decommissioned,Neutral,"['decommissioned', 'action', 'movie']"
worth catching for griffiths ' warm and winning central performance,worth catching for griffiths  warm and winning central performance,Positive,"['griffiths', 'catching', 'worth']"
` cq may one day be fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about, cq may one day be fondly remembered as roman coppola s brief pretentious period before going on to other films that actually tell a story worth caring about,Positive,"['coppola', 'cq', 'roman']"
who cares ? rrb,who cares  rrb,Positive,"['rrb', 'cares']"
neither revelatory nor truly edgy merely crassly flamboyant and comedically labored,neither revelatory nor truly edgy merely crassly flamboyant and comedically labored,Positive,"['edgy', 'revelatory', 'flamboyant']"
"an unflinching , complex portrait of a modern israel that is rarely seen on screen",an unflinching  complex portrait of a modern israel that is rarely seen on screen,Neutral,"['portrait', 'israel', 'complex']"
the first question to ask about bad company is why anthony hopkins is in it,the first question to ask about bad company is why anthony hopkins is in it,Negative,"['hopkins', 'company', 'anthony']"
an intelligent romantic thriller of a very old school kind of quality,an intelligent romantic thriller of a very old school kind of quality,Positive,"['thriller', 'romantic', 'quality']"
"it 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting",it s difficult to feel anything much while watching this movie  beyond mild disturbance or detached pleasure at the acting,Negative,"['acting', 'feel', 'movie']"
"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze",a distinctly mixed bag  the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze,Positive,"['writing', 'sloppiness', 'sentimental']"
"a b movie you can sit through , enjoy on a certain level and then forget",a b movie you can sit through  enjoy on a certain level and then forget,Positive,"['movie', 'forget', 'sit']"
"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction",a fascinating  dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction,Positive,"['thriller', 'fiction', 'pulpiness']"
"enjoyably dumb , sweet , and intermittently hilarious if you 've a taste for the quirky , steal a glimpse",enjoyably dumb  sweet  and intermittently hilarious if you ve a taste for the quirky  steal a glimpse,Positive,"['quirky', 'enjoyably', 'hilarious']"
there 's a great deal of corny dialogue and preposterous moments,there s a great deal of corny dialogue and preposterous moments,Positive,"['dialogue', 'corny', 'preposterous']"
williams absolutely nails sy 's queasy infatuation and overall strangeness,williams absolutely nails sy s queasy infatuation and overall strangeness,Positive,"['williams', 'infatuation', 'strangeness']"
"curiously , super troopers suffers because it does n't have enough vices to merit its 103 minute length",curiously  super troopers suffers because it does nt have enough vices to merit its 103 minute length,Positive,"['troopers', 'vices', 'minute']"
"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma",as exciting as all this exoticism might sound to the typical pax viewer  the rest of us will be lulled into a coma,Positive,"['pax', 'exciting', 'exoticism']"
watch barbershop again if you 're in need of a cube fix this is n't worth sitting through,watch barbershop again if you re in need of a cube fix this is nt worth sitting through,Positive,"['cube', 'barbershop', 'fix']"
an awkwardly garish showcase that diverges from anything remotely probing or penetrating,an awkwardly garish showcase that diverges from anything remotely probing or penetrating,Negative,"['showcase', 'probing', 'penetrating']"
"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire",certain to be distasteful to children and adults alike  eight crazy nights is a total misfire,Negative,"['nights', 'distasteful', 'crazy']"
i have n't laughed that hard in years !,i have nt laughed that hard in years ,Positive,"['laughed', 'hard', 'years']"
sorvino is delightful in the central role,sorvino is delightful in the central role,Positive,"['sorvino', 'role', 'delightful']"
"a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost",a gracious  eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost,Positive,"['refugees', 'film', 'eloquent']"
what a great way to spend 4 units of your day,what a great way to spend 4 units of your day,Positive,"['units', 'day', 'spend']"
a passionately inquisitive film determined to uncover the truth and hopefully inspire action,a passionately inquisitive film determined to uncover the truth and hopefully inspire action,Positive,"['film', 'inquisitive', 'inspire']"
both a successful adaptation and an enjoyable film in its own right,both a successful adaptation and an enjoyable film in its own right,Positive,"['film', 'enjoyable', 'adaptation']"
and vin diesel is the man,and vin diesel is the man,Neutral,"['vin', 'diesel', 'man']"
just a kiss is a just a waste,just a kiss is a just a waste,Neutral,"['kiss', 'waste', 'just']"
murder by numbers just does n't add up,murder by numbers just does nt add up,Negative,"['murder', 'numbers', 'nt']"
"all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new",all three descriptions suit evelyn  a besotted and obvious drama that tells us nothing new,Neutral,"['evelyn', 'descriptions', 'drama']"
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek lrb as well as a serious debt to the road warrior rrb , but it feels like unrealized potential",this is popcorn movie fun with equal doses of action  cheese  ham and cheek lrb as well as a serious debt to the road warrior rrb  but it feels like unrealized potential,Positive,"['popcorn', 'movie', 'cheese']"
"in death to smoochy , we do n't get williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing",in death to smoochy  we do nt get williams  usual tear and a smile  just sneers and bile  and the spectacle is nothing short of refreshing,Negative,"['smoochy', 'williams', 'tear']"
an uneven mix of dark satire and childhood awakening,an uneven mix of dark satire and childhood awakening,Neutral,"['awakening', 'satire', 'dark']"
the movie is about as humorous as watching your favorite pet get buried alive,the movie is about as humorous as watching your favorite pet get buried alive,Positive,"['movie', 'buried', 'pet']"
bears is even worse than i imagined a movie ever could be,bears is even worse than i imagined a movie ever could be,Negative,"['bears', 'worse', 'movie']"
dramatically lackluster,dramatically lackluster,Neutral,"['lackluster', 'dramatically']"
made eddie murphy a movie star and the man has n't aged a day,made eddie murphy a movie star and the man has nt aged a day,Neutral,"['murphy', 'eddie', 'aged']"
this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground,this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground,Positive,"['underground', 'film', 'intriguing']"
"yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it",yes  mibii is rote work and predictable  but with a philosophical visual coming right at the end that extravagantly redeems it,Positive,"['mibii', 'predictable', 'rote']"
their contrast is neither dramatic nor comic it 's just a weird fizzle,their contrast is neither dramatic nor comic it s just a weird fizzle,Negative,"['contrast', 'dramatic', 'comic']"
all the characters are clinically depressed and have abandoned their slim hopes and dreams,all the characters are clinically depressed and have abandoned their slim hopes and dreams,Negative,"['depressed', 'characters', 'dreams']"
"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality",tartakovsky s team has some freakish powers of visual charm  but the five writers slip into the modern rut of narrative banality,Negative,"['tartakovsky', 'writers', 'narrative']"
"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices",a gently funny  sweetly adventurous film that makes you feel genuinely good  that is to say  entirely unconned by false sentiment or sharp  overmanipulative hollywood practices,Positive,"['film', 'hollywood', 'sweetly']"
"tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span",tries too hard to be funny in a way that s too loud  too goofy and too short of an attention span,Positive,"['goofy', 'loud', 'attention']"
the obnoxious title character provides the drama that gives added clout to this doc,the obnoxious title character provides the drama that gives added clout to this doc,Negative,"['clout', 'doc', 'drama']"
"you emerge dazed , confused as to whether you 've seen pornography or documentary",you emerge dazed  confused as to whether you ve seen pornography or documentary,Negative,"['pornography', 'documentary', 'dazed']"
"lucy 's a dull girl , that 's all",lucy s a dull girl  that s all,Negative,"['lucy', 'dull', 'girl']"
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments,sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments,Negative,"['ensemble', 'performances', 'reconstruction']"
"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length",directed without the expected flair or imagination by hong kong master john woo  windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,Negative,"['windtalkers', 'cliche', 'directed']"
"it looks closely , insightfully at fragile , complex relationships",it looks closely  insightfully at fragile  complex relationships,Neutral,"['fragile', 'complex', 'relationships']"
the story has some nice twists but the ending and some of the back story is a little tired,the story has some nice twists but the ending and some of the back story is a little tired,Negative,"['ending', 'twists', 'story']"
is an inexpressible and drab wannabe looking for that exact niche,is an inexpressible and drab wannabe looking for that exact niche,Neutral,"['niche', 'drab', 'inexpressible']"
"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece",the mothman prophecies  which is mostly a bore  seems to exist only for its climactic setpiece,Negative,"['prophecies', 'climactic', 'mothman']"
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative",spirit is a visual treat  and it takes chances that are bold by studio standards  but it lacks a strong narrative,Positive,"['spirit', 'narrative', 'studio']"
this is one of the rarest kinds of films a family oriented non disney film that is actually funny without hitting below the belt,this is one of the rarest kinds of films a family oriented non disney film that is actually funny without hitting below the belt,Positive,"['disney', 'films', 'film']"
"for almost the first two thirds of martin scorsese 's 168 minute gangs of new york , i was entranced",for almost the first two thirds of martin scorsese s 168 minute gangs of new york  i was entranced,Neutral,"['scorsese', 'gangs', 'york']"
"a cheap , ludicrous attempt at serious horror",a cheap  ludicrous attempt at serious horror,Negative,"['horror', 'ludicrous', 'cheap']"
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film",an unremittingly ugly movie to look at  listen to  and think about  it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film,Negative,"['film', 'movie', 'dv']"
enticing and often funny documentary,enticing and often funny documentary,Positive,"['documentary', 'enticing', 'funny']"
but one thing 's for sure it never comes close to being either funny or scary,but one thing s for sure it never comes close to being either funny or scary,Positive,"['scary', 'funny', 'thing']"
the movie eventually snaps under the strain of its plot contrivances and its need to reassure,the movie eventually snaps under the strain of its plot contrivances and its need to reassure,Positive,"['movie', 'reassure', 'plot']"
"whereas oliver stone 's conspiracy thriller jfk was long , intricate , star studded and visually flashy , interview with the assassin draws its considerable power from simplicity",whereas oliver stone s conspiracy thriller jfk was long  intricate  star studded and visually flashy  interview with the assassin draws its considerable power from simplicity,Negative,"['jfk', 'assassin', 'thriller']"
the komediant is a tale worth catching,the komediant is a tale worth catching,Positive,"['komediant', 'catching', 'tale']"
"the holes in this film remain agape holes punched through by an inconsistent , meandering , and sometimes dry plot",the holes in this film remain agape holes punched through by an inconsistent  meandering  and sometimes dry plot,Neutral,"['holes', 'film', 'meandering']"
worth seeing just for weaver and lapaglia,worth seeing just for weaver and lapaglia,Positive,"['weaver', 'lapaglia', 'seeing']"
"it follows the blair witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes",it follows the blair witch formula for an hour  in which we re told something creepy and vague is in the works  and then it goes awry in the final 30 minutes,Negative,"['blair', 'witch', 'creepy']"
an encouraging effort from mccrudden,an encouraging effort from mccrudden,Positive,"['mccrudden', 'encouraging', 'effort']"
"i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise",i was amused and entertained by the unfolding of bielinsky s cleverly constructed scenario  and greatly impressed by the skill of the actors involved in the enterprise,Positive,"['bielinsky', 'entertained', 'amused']"
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball ''",such master screenwriting comes courtesy of john pogue  the yale grad who previously gave us  the skulls  and last year s  rollerball ,Positive,"['pogue', 'yale', 'screenwriting']"
"initially gripping , eventually cloying pow drama",initially gripping  eventually cloying pow drama,Neutral,"['pow', 'gripping', 'cloying']"
this is not a jackie chan movie,this is not a jackie chan movie,Neutral,"['chan', 'jackie', 'movie']"
chamber of secrets will find millions of eager fans,chamber of secrets will find millions of eager fans,Positive,"['chamber', 'secrets', 'fans']"
lacks the visual flair and bouncing bravado that characterizes better hip hop clips and is content to recycle images and characters that were already tired 10 years ago,lacks the visual flair and bouncing bravado that characterizes better hip hop clips and is content to recycle images and characters that were already tired 10 years ago,Neutral,"['content', 'clips', 'hip']"
"a timid , soggy near miss",a timid  soggy near miss,Negative,"['soggy', 'timid', 'miss']"
"a solidly constructed , entertaining thriller that stops short of true inspiration",a solidly constructed  entertaining thriller that stops short of true inspiration,Positive,"['thriller', 'inspiration', 'entertaining']"
a quiet family drama with a little bit of romance and a dose of darkness,a quiet family drama with a little bit of romance and a dose of darkness,Positive,"['darkness', 'romance', 'family']"
"smith examines the intimate , unguarded moments of folks who live in unusual homes which pop up in nearly every corner of the country",smith examines the intimate  unguarded moments of folks who live in unusual homes which pop up in nearly every corner of the country,Neutral,"['homes', 'smith', 'unusual']"
"i admire it and yet can not recommend it , because it overstays its natural running time",i admire it and yet can not recommend it  because it overstays its natural running time,Positive,"['recommend', 'overstays', 'running']"
thoroughly engrossing and ultimately tragic,thoroughly engrossing and ultimately tragic,Negative,"['engrossing', 'tragic', 'thoroughly']"
i can analyze this movie in three words thumbs friggin ' down,i can analyze this movie in three words thumbs friggin  down,Neutral,"['movie', 'thumbs', 'friggin']"
"if only it were , well , funnier",if only it were  well  funnier,Positive,['funnier']
"it is messy , uncouth , incomprehensible , vicious and absurd",it is messy  uncouth  incomprehensible  vicious and absurd,Negative,"['uncouth', 'incomprehensible', 'messy']"
"from its invitingly upbeat overture to its pathos filled but ultimately life affirming finale , martin is a masterfully conducted work",from its invitingly upbeat overture to its pathos filled but ultimately life affirming finale  martin is a masterfully conducted work,Neutral,"['finale', 'martin', 'overture']"
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions,charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions,Positive,"['charly', 'emotionally', 'manipulative']"
kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party,kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party,Positive,"['kung', 'oedekerk', 'pow']"
"its premise is smart , but the execution is pretty weary",its premise is smart  but the execution is pretty weary,Positive,"['premise', 'execution', 'weary']"
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed,Negative,"['iranian', 'film', 'teachers']"
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience",for those for whom the name woody allen was once a guarantee of something fresh  sometimes funny  and usually genuinely worthwhile  hollywood ending is a depressing experience,Positive,"['woody', 'allen', 'ending']"
"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out",somewhere inside the mess that is world traveler  there is a mediocre movie trying to get out,Negative,"['traveler', 'movie', 'mediocre']"
"first and foremost the reason to go see `` blue crush '' is the phenomenal , water born cinematography by david hennings",first and foremost the reason to go see  blue crush  is the phenomenal  water born cinematography by david hennings,Negative,"['cinematography', 'crush', 'blue']"
